547.76043701;	2.98039222
547.76043701;	2.90196085
547.76043701;	2.94117641
547.76043701;	3.01960778
547.77270508;	3.01960778
547.77270508;	3.00000000
547.77270508;	2.94117641
547.77270508;	2.90196085
547.78100586;	2.96078420
547.78100586;	2.94117641
547.79315186;	2.92156863
547.79315186;	2.96078420
547.79315186;	2.90196085
547.79315186;	2.74509811
547.80548096;	2.76470590
547.80548096;	2.74509811
547.80548096;	2.68627453
547.80548096;	2.58823538
547.81787109;	2.60784316
547.81787109;	2.80392146
547.81787109;	3.03921580
547.81787109;	3.13725495
547.83007813;	3.15686274
547.83007813;	3.13725495
547.83007813;	3.09803915
547.83007813;	3.01960778
547.83831787;	2.92156863
547.83831787;	2.80392146
547.83831787;	2.74509811
547.85095215;	2.66666675
547.85095215;	2.66666675
547.85095215;	2.92156863
547.85095215;	3.03921580
547.86334229;	3.03921580
547.86334229;	3.07843137
547.86334229;	3.13725495
547.86334229;	3.05882359
547.87512207;	2.92156863
547.87512207;	2.74509811
547.87512207;	2.70588231
547.87512207;	2.80392146
547.88330078;	2.84313726
547.88330078;	2.72549009
547.88330078;	2.74509811
547.89562988;	2.90196085
547.89562988;	2.98039222
547.89562988;	2.94117641
547.89562988;	3.00000000
547.90789795;	2.98039222
547.90789795;	2.84313726
547.90789795;	2.76470590
547.90789795;	2.70588231
547.92022705;	2.64705873
547.92022705;	2.62745094
547.92022705;	2.76470590
547.92022705;	2.88235283
547.92834473;	3.00000000
547.92834473;	3.03921580
547.92834473;	2.90196085
547.94067383;	2.70588231
547.94067383;	2.66666675
547.94067383;	2.74509811
547.94067383;	2.88235283
547.95300293;	2.98039222
547.95300293;	2.94117641
547.95300293;	2.82352948
547.95300293;	2.86274505
547.96533203;	2.94117641
547.96533203;	2.98039222
547.96533203;	2.98039222
547.96533203;	2.98039222
547.97351074;	3.03921580
547.97351074;	2.96078420
547.97351074;	2.82352948
547.98565674;	2.72549009
547.98565674;	2.62745094
547.98565674;	2.64705873
547.98565674;	2.78431368
547.99804688;	2.92156863
547.99804688;	3.01960778
547.99804688;	3.07843137
547.99804688;	2.94117641
548.01037598;	2.76470590
548.01037598;	2.74509811
548.01037598;	2.80392146
548.01037598;	2.90196085
548.01849365;	2.96078420
548.01849365;	3.05882359
548.01849365;	2.98039222
548.03076172;	2.74509811
548.03076172;	2.64705873
548.03076172;	2.70588231
548.03076172;	2.82352948
548.04309082;	2.88235283
548.04309082;	2.82352948
548.04309082;	2.88235283
548.04309082;	2.84313726
548.05541992;	2.86274505
548.05541992;	2.86274505
548.05541992;	2.92156863
548.05541992;	2.94117641
548.06359863;	2.86274505
548.06359863;	2.74509811
548.06359863;	2.64705873
548.07592773;	2.68627453
548.07592773;	2.82352948
548.07592773;	2.88235283
548.07592773;	2.84313726
548.08819580;	2.98039222
548.08819580;	3.03921580
548.08819580;	3.03921580
548.08819580;	2.96078420
548.10046387;	2.82352948
548.10046387;	2.68627453
548.10046387;	2.52941179
548.10046387;	2.50980401
548.10858154;	2.62745094
548.10858154;	2.70588231
548.10858154;	2.82352948
548.12091064;	2.96078420
548.12091064;	3.01960778
548.12091064;	3.03921580
548.12091064;	2.98039222
548.13311768;	2.84313726
548.13311768;	2.60784316
548.13311768;	2.62745094
548.13311768;	2.70588231
548.14544678;	2.84313726
548.14544678;	2.92156863
548.14544678;	2.90196085
548.14544678;	2.84313726
548.15374756;	2.92156863
548.15374756;	3.01960778
548.16607666;	2.80392146
548.16607666;	2.68627453
548.16607666;	2.68627453
548.16607666;	2.78431368
548.17834473;	2.78431368
548.17834473;	2.66666675
548.17834473;	2.74509811
548.17834473;	2.88235283
548.19055176;	2.96078420
548.19055176;	2.98039222
548.19055176;	2.96078420
548.19055176;	2.84313726
548.19873047;	2.74509811
548.19873047;	2.74509811
548.21112061;	2.64705873
548.21112061;	2.60784316
548.21112061;	2.58823538
548.21112061;	2.56862736
548.22326660;	2.58823538
548.22326660;	2.70588231
548.22326660;	2.82352948
548.22326660;	2.88235283
548.23559570;	2.80392146
548.23559570;	2.62745094
548.23559570;	2.54901958
548.23559570;	2.54901958
548.24383545;	2.52941179
548.24383545;	2.54901958
548.25610352;	2.68627453
548.25610352;	2.64705873
548.25610352;	2.64705873
548.25610352;	2.58823538
548.26843262;	2.60784316
548.26843262;	2.68627453
548.26843262;	2.72549009
548.26843262;	2.70588231
548.28063965;	2.62745094
548.28063965;	2.58823538
548.28063965;	2.64705873
548.28063965;	2.72549009
548.29296875;	2.68627453
548.29296875;	2.58823538
548.29296875;	2.50980401
548.29296875;	2.49019599
548.30114746;	2.58823538
548.30114746;	2.68627453
548.30114746;	2.74509811
548.31353760;	2.76470590
548.31353760;	2.45098042
548.31353760;	2.23529410
548.31353760;	2.31372547
548.32623291;	2.50980401
548.32623291;	2.68627453
548.32623291;	2.64705873
548.32623291;	2.54901958
548.33801270;	2.64705873
548.33801270;	2.62745094
548.33801270;	2.45098042
548.33801270;	2.37254906
548.34625244;	2.39215684
548.34625244;	2.66666675
548.34625244;	2.82352948
548.35852051;	2.82352948
548.35852051;	2.90196085
548.35852051;	2.84313726
548.35852051;	2.56862736
548.37084961;	2.41176462
548.37084961;	2.45098042
548.37084961;	2.50980401
548.37084961;	2.45098042
548.38305664;	2.45098042
548.38305664;	2.45098042
548.38305664;	2.45098042
548.38305664;	2.47058821
548.39129639;	2.54901958
548.39129639;	2.60784316
548.39129639;	2.60784316
548.40362549;	2.58823538
548.40362549;	2.54901958
548.40362549;	2.56862736
548.40362549;	2.60784316
548.41589355;	2.60784316
548.41589355;	2.54901958
548.41589355;	2.52941179
548.41589355;	2.41176462
548.42816162;	2.41176462
548.42816162;	2.49019599
548.42816162;	2.64705873
548.42816162;	2.78431368
548.43634033;	2.74509811
548.43634033;	2.72549009
548.43634033;	2.72549009
548.44854736;	2.52941179
548.44854736;	2.52941179
548.44854736;	2.54901958
548.44854736;	2.56862736
548.46087646;	2.49019599
548.46087646;	2.52941179
548.46087646;	2.64705873
548.46087646;	2.68627453
548.47314453;	2.70588231
548.47314453;	2.70588231
548.47314453;	2.66666675
548.47314453;	2.43137264
548.48144531;	2.27450991
548.48144531;	2.21568632
548.48144531;	2.25490189
548.49371338;	2.17647052
548.49371338;	2.15686274
548.49371338;	2.39215684
548.49371338;	2.62745094
548.50598145;	2.82352948
548.50598145;	2.86274505
548.50598145;	2.94117641
548.50598145;	2.78431368
548.51831055;	2.58823538
548.51831055;	2.52941179
548.51831055;	2.50980401
548.51831055;	2.41176462
548.52648926;	2.15686274
548.52648926;	2.17647052
548.52648926;	2.49019599
548.53881836;	2.70588231
548.53881836;	2.80392146
548.53881836;	2.76470590
548.53881836;	2.68627453
548.55102539;	2.56862736
548.55102539;	2.47058821
548.55102539;	2.52941179
548.55102539;	2.62745094
548.56341553;	2.64705873
548.56341553;	2.70588231
548.56341553;	2.54901958
548.56341553;	2.31372547
548.57159424;	2.29411769
548.57159424;	2.41176462
548.57159424;	2.54901958
548.58398438;	2.52941179
548.58398438;	2.54901958
548.58398438;	2.39215684
548.58398438;	2.25490189
548.59606934;	2.37254906
548.59606934;	2.50980401
548.59606934;	2.58823538
548.59606934;	2.76470590
548.60845947;	2.66666675
548.60845947;	2.62745094
548.60845947;	2.50980401
548.60845947;	2.35294127
548.61651611;	2.41176462
548.61651611;	2.49019599
548.61651611;	2.52941179
548.62884521;	2.58823538
548.62884521;	2.62745094
548.62884521;	2.68627453
548.62884521;	2.76470590
548.64117432;	2.76470590
548.64117432;	2.74509811
548.64117432;	2.74509811
548.64117432;	2.56862736
548.65344238;	2.31372547
548.65344238;	2.21568632
548.65344238;	2.23529410
548.65344238;	2.37254906
548.66168213;	2.47058821
548.66168213;	2.49019599
548.67401123;	2.64705873
548.67401123;	2.64705873
548.67401123;	2.52941179
548.67401123;	2.33333325
548.68634033;	2.33333325
548.68634033;	2.37254906
548.68634033;	2.43137264
548.68634033;	2.39215684
548.69879150;	2.43137264
548.69879150;	2.45098042
548.69879150;	2.62745094
548.69879150;	2.60784316
548.70721436;	2.52941179
548.70721436;	2.54901958
548.71905518;	2.43137264
548.71905518;	2.35294127
548.71905518;	2.31372547
548.71905518;	2.33333325
548.73126221;	2.49019599
548.73126221;	2.68627453
548.73126221;	2.80392146
548.73126221;	2.74509811
548.74359131;	2.74509811
548.74359131;	2.66666675
548.74359131;	2.54901958
548.74359131;	2.45098042
548.75183105;	2.39215684
548.75183105;	2.21568632
548.76409912;	2.17647052
548.76409912;	2.37254906
548.76409912;	2.45098042
548.76409912;	2.47058821
548.77636719;	2.54901958
548.77636719;	2.56862736
548.77636719;	2.41176462
548.77636719;	2.33333325
548.78869629;	2.37254906
548.78869629;	2.31372547
548.78869629;	2.25490189
548.78869629;	2.49019599
548.80090332;	2.56862736
548.80090332;	2.62745094
548.80090332;	2.66666675
548.80090332;	2.68627453
548.80908203;	2.56862736
548.80908203;	2.39215684
548.80908203;	2.27450991
548.82141113;	2.31372547
548.82141113;	2.41176462
548.82141113;	2.43137264
548.82141113;	2.49019599
548.83374023;	2.52941179
548.83374023;	2.56862736
548.83374023;	2.56862736
548.83374023;	2.47058821
548.84600830;	2.45098042
548.84600830;	2.35294127
548.84600830;	2.23529410
548.84600830;	2.25490189
548.85424805;	2.27450991
548.85424805;	2.09803915
548.85424805;	2.05882359
548.86651611;	2.21568632
548.86651611;	2.47058821
548.86651611;	2.58823538
548.86651611;	2.62745094
548.87902832;	2.70588231
548.87902832;	2.62745094
548.87902832;	2.50980401
548.87902832;	2.47058821
548.89105225;	2.31372547
548.89105225;	2.03921580
548.89105225;	2.00000000
548.89105225;	2.23529410
548.89923096;	2.45098042
548.89923096;	2.56862736
548.89923096;	2.64705873
548.91156006;	2.64705873
548.91156006;	2.49019599
548.91156006;	2.39215684
548.91156006;	2.35294127
548.92388916;	2.29411769
548.92388916;	2.19607854
548.92388916;	2.13725495
548.92388916;	2.03921580
548.93609619;	1.94117641
548.93609619;	2.00000000
548.93609619;	2.15686274
548.93609619;	2.15686274
548.94433594;	2.31372547
548.94433594;	2.64705873
548.94433594;	2.82352948
548.95660400;	2.84313726
548.95660400;	2.17647052
548.95660400;	1.68627453
548.95660400;	1.88235295
548.96881104;	2.39215684
548.96881104;	2.70588231
548.96881104;	2.78431368
548.96881104;	2.90196085
548.98120117;	3.00000000
548.98120117;	2.54901958
548.98120117;	2.23529410
548.98120117;	1.76470590
548.98937988;	1.64705884
548.98937988;	2.07843137
548.98937988;	2.35294127
549.00164795;	2.52941179
549.00164795;	2.70588231
549.00164795;	2.62745094
549.00164795;	2.72549009
549.01403809;	2.60784316
549.01403809;	2.43137264
549.01403809;	2.31372547
549.01403809;	2.35294127
549.02624512;	2.35294127
549.02624512;	2.01960778
549.02624512;	2.13725495
549.02624512;	2.39215684
549.03448486;	2.29411769
549.03448486;	2.39215684
549.03448486;	2.54901958
549.04675293;	2.80392146
549.04675293;	2.80392146
549.04675293;	2.29411769
549.04675293;	1.76470590
549.05902100;	1.82352936
549.05902100;	2.09803915
549.05902100;	2.56862736
549.05902100;	2.82352948
549.07128906;	2.41176462
549.07128906;	2.39215684
549.07128906;	2.45098042
549.07128906;	2.60784316
549.07946777;	2.49019599
549.07946777;	2.43137264
549.07946777;	2.43137264
549.09173584;	2.33333325
549.09173584;	1.86274505
549.09173584;	1.39215684
549.09173584;	1.86274505
549.10412598;	2.23529410
549.10412598;	2.54901958
549.10412598;	3.01960778
549.10412598;	3.23529410
549.11633301;	3.19607854
549.11633301;	2.72549009
549.11633301;	2.09803915
549.11633301;	1.50980389
549.12457275;	1.66666663
549.12457275;	2.29411769
549.12457275;	2.49019599
549.13684082;	2.33333325
549.13684082;	2.45098042
549.13684082;	2.68627453
549.13684082;	2.80392146
549.14904785;	2.52941179
549.14904785;	0.98039216
549.14904785;	1.27450979
549.14904785;	2.39215684
549.16137695;	2.49019599
549.16137695;	2.03921580
549.16137695;	2.01960778
549.16137695;	1.70588231
549.16961670;	0.41176471
549.16961670;	0.76470590
549.18194580;	3.60784316
549.18194580;	2.60784316
549.18194580;	2.15686274
549.18194580;	3.15686274
549.19415283;	1.41176474
549.19415283;	1.35294116
549.19415283;	2.98039222
549.19415283;	3.47058821
549.20648193;	1.50980389
549.20648193;	0.41176471
549.20648193;	2.74509811
549.20648193;	3.96078420
549.21466064;	3.23529410
549.21466064;	1.76470590
549.22692871;	0.58823532
549.22692871;	2.29411769
549.22692871;	3.94117641
549.22692871;	4.54901981
549.23925781;	4.98039198
549.23925781;	4.27450991
549.23925781;	2.86274505
549.23925781;	1.39215684
549.25152588;	1.70588231
549.25152588;	3.01960778
549.25152588;	3.74509811
549.25152588;	3.86274505
549.25976563;	3.62745094
549.25976563;	3.03921580
549.27215576;	1.54901958
549.27215576;	1.52941179
549.27215576;	1.76470590
549.27215576;	1.88235295
549.28436279;	2.29411769
549.28436279;	2.60784316
549.28436279;	2.62745094
549.28436279;	2.62745094
549.29693604;	2.41176462
549.29693604;	1.54901958
549.29693604;	0.70588237
549.29693604;	1.13725495
549.30480957;	1.49019611
549.30480957;	1.76470590
549.31707764;	2.41176462
549.31707764;	2.66666675
549.31707764;	3.09803915
549.31707764;	3.43137264
549.32934570;	3.66666675
549.32934570;	4.11764717
549.32934570;	3.56862736
549.32934570;	2.96078420
549.34167480;	2.70588231
549.34167480;	2.58823538
549.34167480;	2.25490189
549.34167480;	1.88235295
549.35400391;	1.76470590
549.35400391;	1.52941179
549.35400391;	1.37254906
549.35400391;	1.66666663
549.36218262;	1.86274505
549.36218262;	2.07843137
549.36218262;	2.35294127
549.37438965;	2.37254906
549.37438965;	2.39215684
549.37438965;	2.45098042
549.37438965;	2.37254906
549.38671875;	2.17647052
549.38671875;	2.09803915
549.38671875;	1.58823526
549.38671875;	1.00000000
549.39898682;	1.03921568
549.39898682;	1.80392158
549.39898682;	2.64705873
549.39898682;	2.03921580
549.40722656;	1.25490201
549.40722656;	1.39215684
549.40722656;	1.96078432
549.41949463;	2.29411769
549.41949463;	2.25490189
549.41949463;	2.03921580
549.41949463;	1.64705884
549.43176270;	1.01960790
549.43176270;	0.88235295
549.43176270;	1.27450979
549.43176270;	1.54901958
549.44403076;	1.39215684
549.44403076;	1.03921568
549.44403076;	0.56862748
549.44403076;	0.64705884
549.45220947;	1.03921568
549.45220947;	1.56862748
549.45220947;	1.90196073
549.46453857;	2.05882359
549.46453857;	2.09803915
549.46453857;	2.17647052
549.46453857;	1.76470590
549.47680664;	0.78431374
549.47680664;	0.15686275
549.47680664;	0.88235295
549.47680664;	1.98039210
549.48913574;	3.03921580
549.48913574;	3.15686274
549.48913574;	2.90196085
549.48913574;	2.03921580
549.49737549;	1.62745094
549.49737549;	2.11764717
549.49737549;	2.72549009
549.50958252;	2.70588231
549.50958252;	2.45098042
549.50958252;	2.19607854
549.50958252;	2.01960778
549.52191162;	2.03921580
549.52191162;	2.23529410
549.52191162;	2.68627453
549.52191162;	3.15686274
549.53424072;	3.41176462
549.53424072;	3.41176462
549.53424072;	1.70588231
549.53424072;	0.78431374
549.54278564;	1.03921568
549.54278564;	2.92156863
549.54278564;	4.21568632
549.55511475;	4.98039198
549.55511475;	4.54901981
549.55511475;	4.31372547
549.55511475;	4.00000000
549.56750488;	3.49019599
549.56750488;	2.66666675
549.56750488;	1.35294116
549.56750488;	1.37254906
549.57946777;	1.76470590
549.57946777;	1.45098042
549.57946777;	1.78431368
549.57946777;	2.82352948
549.58746338;	2.90196085
549.58746338;	3.07843137
549.58746338;	3.27450991
549.59985352;	3.37254906
549.59985352;	2.52941179
549.59985352;	1.33333337
549.59985352;	0.66666669
549.61199951;	0.76470590
549.61199951;	0.68627453
549.61199951;	1.03921568
549.61199951;	3.33333325
549.62432861;	4.47058821
549.62432861;	4.37254906
549.62432861;	4.03921556
549.62432861;	4.11764717
549.63256836;	3.86274505
549.63256836;	3.15686274
549.63256836;	2.92156863
549.64483643;	3.13725495
549.64483643;	3.72549009
549.64483643;	4.05882359
549.64483643;	4.01960802
549.65759277;	3.29411769
549.65759277;	2.21568632
549.65759277;	2.01960778
549.65759277;	2.62745094
549.66931152;	2.29411769
549.66931152;	2.86274505
549.66931152;	3.45098042
549.66931152;	2.52941179
549.67755127;	1.74509799
549.67755127;	2.05882359
549.68988037;	3.78431368
549.68988037;	4.54901981
549.68988037;	3.74509811
549.68988037;	1.05882359
549.70214844;	1.39215684
549.70214844;	3.03921580
549.70214844;	3.31372547
549.70214844;	3.60784316
549.71441650;	4.19607830
549.71441650;	4.05882359
549.71441650;	3.76470590
549.71441650;	3.17647052
549.72259521;	2.52941179
549.72259521;	2.17647052
549.73498535;	2.45098042
549.73498535;	1.60784316
549.73498535;	1.07843137
549.73498535;	1.41176474
549.74719238;	1.01960790
549.74719238;	2.19607854
549.74719238;	4.52941179
549.74719238;	4.98039198
549.75946045;	4.98039198
549.75946045;	4.98039198
549.75946045;	4.45098019
549.75946045;	3.29411769
549.76770020;	2.11764717
549.76770020;	1.96078432
549.78009033;	3.15686274
549.78009033;	2.84313726
549.78009033;	2.66666675
549.78009033;	2.07843137
549.79217529;	0.56862748
549.79217529;	0.66666669
549.79217529;	2.54901958
549.79217529;	3.90196085
549.80456543;	4.00000000
549.80456543;	3.43137264
549.80456543;	3.15686274
549.80456543;	3.13725495
549.81726074;	2.35294127
549.81726074;	1.50980389
549.81726074;	0.31372550
549.81726074;	0.23529412
549.82501221;	1.39215684
549.82501221;	3.31372547
549.82501221;	4.25490189
549.83734131;	3.66666675
549.83734131;	3.98039222
549.83734131;	4.68627453
549.83734131;	4.29411745
549.84960938;	3.88235283
549.84960938;	3.62745094
549.84960938;	3.23529410
549.84960938;	2.96078420
549.86193848;	2.76470590
549.86193848;	2.60784316
549.86193848;	2.49019599
549.86193848;	2.37254906
549.87011719;	2.31372547
549.87011719;	2.29411769
549.87011719;	2.23529410
549.88244629;	1.50980389
549.88244629;	1.07843137
549.88244629;	1.70588231
549.88244629;	2.39215684
549.89477539;	2.66666675
549.89477539;	2.76470590
549.89477539;	3.03921580
549.89477539;	3.35294127
549.90704346;	3.31372547
549.90704346;	3.11764717
549.90704346;	2.94117641
549.90704346;	2.58823538
549.91522217;	1.94117641
549.91522217;	1.35294116
549.91522217;	1.58823526
549.92749023;	2.13725495
549.92749023;	2.70588231
549.92749023;	3.13725495
549.92749023;	3.39215684
549.93975830;	3.31372547
549.93975830;	3.01960778
549.93975830;	2.50980401
549.93975830;	1.96078432
549.95202637;	2.17647052
549.95202637;	2.70588231
549.95202637;	2.90196085
549.95202637;	2.82352948
549.96020508;	2.86274505
549.96020508;	2.78431368
549.96020508;	2.64705873
549.97302246;	2.52941179
549.97302246;	2.37254906
549.97302246;	2.01960778
549.97302246;	2.05882359
549.98480225;	2.43137264
549.98480225;	2.58823538
549.98480225;	2.58823538
549.98480225;	2.54901958
549.99713135;	2.47058821
549.99713135;	1.82352936
549.99713135;	1.21568632
549.99713135;	1.19607842
550.00524902;	1.68627453
550.00524902;	2.01960778
550.00524902;	2.37254906
550.01763916;	2.90196085
550.01763916;	3.31372547
550.01763916;	3.49019599
550.01763916;	3.45098042
550.02990723;	3.05882359
550.02990723;	2.66666675
550.02990723;	2.37254906
550.02990723;	2.35294127
550.04205322;	2.50980401
550.04205322;	2.82352948
550.04205322;	3.27450991
550.04205322;	3.45098042
550.05041504;	3.43137264
550.05041504;	3.35294127
550.05041504;	3.23529410
550.06268311;	3.07843137
550.06268311;	2.88235283
550.06268311;	2.64705873
550.06268311;	2.49019599
550.07489014;	2.50980401
550.07489014;	2.62745094
550.07489014;	2.49019599
550.07489014;	1.82352936
550.08715820;	1.70588231
550.08715820;	1.88235295
550.08715820;	2.13725495
550.08715820;	2.52941179
550.09539795;	3.09803915
550.09539795;	3.56862736
550.09539795;	3.54901958
550.10772705;	3.50980401
550.10772705;	3.27450991
550.10772705;	2.80392146
550.10772705;	2.41176462
550.12048340;	1.74509799
550.12048340;	1.29411769
550.12048340;	1.72549021
550.12048340;	2.43137264
550.13232422;	2.94117641
550.13232422;	3.11764717
550.13232422;	3.27450991
550.13232422;	3.23529410
550.14038086;	2.84313726
550.14038086;	2.29411769
550.14038086;	2.05882359
550.15270996;	2.05882359
550.15270996;	2.03921580
550.15270996;	2.00000000
550.15270996;	1.88235295
550.16497803;	1.90196073
550.16497803;	2.03921580
550.16497803;	1.96078432
550.16497803;	1.90196073
550.17724609;	1.92156863
550.17724609;	1.92156863
550.17724609;	1.92156863
550.17724609;	1.90196073
550.18560791;	1.94117641
550.18560791;	2.00000000
550.19781494;	2.03921580
550.19781494;	2.25490189
550.19781494;	2.49019599
550.19781494;	2.54901958
550.21002197;	2.56862736
550.21002197;	2.56862736
550.21002197;	2.54901958
550.21002197;	2.60784316
550.22235107;	2.58823538
550.22235107;	2.56862736
550.22235107;	2.54901958
550.22235107;	2.50980401
550.23046875;	2.45098042
550.23046875;	2.31372547
550.24285889;	2.05882359
550.24285889;	2.15686274
550.24285889;	2.05882359
550.24285889;	1.98039210
550.25518799;	2.27450991
550.25518799;	2.56862736
550.25518799;	2.88235283
550.25518799;	3.07843137
550.26751709;	3.17647052
550.26751709;	3.17647052
550.26751709;	3.05882359
550.26751709;	2.92156863
550.27563477;	2.70588231
550.27563477;	2.54901958
550.28796387;	2.52941179
550.28796387;	2.72549009
550.28796387;	2.82352948
550.28796387;	2.88235283
550.30023193;	2.90196085
550.30023193;	2.52941179
550.30023193;	2.09803915
550.30023193;	1.82352936
550.31256104;	1.80392158
550.31256104;	2.01960778
550.31256104;	2.33333325
550.31256104;	2.72549009
550.32073975;	2.90196085
550.32073975;	2.80392146
550.33300781;	2.09803915
550.33300781;	2.09803915
550.33300781;	2.25490189
550.33300781;	2.15686274
550.34539795;	2.33333325
550.34539795;	2.80392146
550.34539795;	2.80392146
550.34539795;	2.64705873
550.35754395;	2.62745094
550.35754395;	2.94117641
550.35754395;	3.05882359
550.35754395;	2.64705873
550.36981201;	2.35294127
550.36981201;	2.21568632
550.36981201;	2.09803915
550.36981201;	2.37254906
550.37805176;	2.39215684
550.37805176;	2.64705873
550.37805176;	2.76470590
550.39038086;	2.86274505
550.39038086;	2.43137264
550.39038086;	2.17647052
550.39038086;	2.01960778
550.40270996;	2.11764717
550.40270996;	2.17647052
550.40270996;	2.23529410
550.40270996;	2.56862736
550.41497803;	2.82352948
550.41497803;	2.37254906
550.41497803;	2.37254906
550.41497803;	2.23529410
550.42309570;	1.92156863
550.42309570;	2.01960778
550.42309570;	1.80392158
550.43542480;	1.78431368
550.43542480;	2.23529410
550.43542480;	2.76470590
550.43542480;	2.70588231
550.44769287;	2.49019599
550.44769287;	2.33333325
550.44769287;	1.88235295
550.44769287;	1.11764705
550.46008301;	1.01960790
550.46008301;	1.56862748
550.46008301;	2.00000000
550.46008301;	1.29411769
550.46820068;	0.70588237
550.46820068;	0.84313726
550.46820068;	1.21568632
550.48046875;	1.76470590
550.48046875;	2.39215684
550.48046875;	2.56862736
550.48046875;	2.50980401
550.49273682;	1.43137252
550.49273682;	1.17647064
550.49273682;	1.43137252
550.49273682;	1.17647064
